timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2025-05-11 10:00:00,2025-05-11 11:00:00,2025-05-11 10:00:00,2025-05-11 10:00:00,bitcoin,104334.48684183184,104334.48684183184,104334.48684183184,104334.48684183184,26288970512.53782,2072860332643.492,2025-05-11 10:00:00
2025-05-11 11:00:00,2025-05-11 12:00:00,2025-05-11 11:00:00,2025-05-11 11:00:00,bitcoin,104548.72450789883,104548.72450789883,104548.72450789883,104548.72450789883,26314114293.37758,2074694963417.8416,2025-05-11 11:00:00
2025-05-11 12:00:00,2025-05-11 13:00:00,2025-05-11 12:00:00,2025-05-11 12:00:00,bitcoin,104596.7005862239,104596.7005862239,104596.7005862239,104596.7005862239,26293948236.71552,2077628425582.0007,2025-05-11 12:00:00
2025-05-11 13:00:00,2025-05-11 14:00:00,2025-05-11 13:00:00,2025-05-11 13:00:00,bitcoin,104642.10789268535,104642.10789268535,104642.10789268535,104642.10789268535,25367123666.133156,2079205484520.4607,2025-05-11 13:00:00
2025-05-11 14:00:00,2025-05-11 15:00:00,2025-05-11 14:00:00,2025-05-11 14:00:00,bitcoin,104172.25933546464,104172.25933546464,104172.25933546464,104172.25933546464,27270922983.671673,2069587359604.2979,2025-05-11 14:00:00
2025-05-11 15:00:00,2025-05-11 16:00:00,2025-05-11 15:00:00,2025-05-11 15:00:00,bitcoin,104190.60953809322,104190.60953809322,104190.60953809322,104190.60953809322,27061101158.511288,2069974618401.806,2025-05-11 15:00:00
2025-05-11 16:00:00,2025-05-11 17:00:00,2025-05-11 16:00:00,2025-05-11 16:00:00,bitcoin,104154.20587019669,104154.20587019669,104154.20587019669,104154.20587019669,27708478852.25169,2068640089235.4375,2025-05-11 16:00:00
2025-05-11 17:00:00,2025-05-11 18:00:00,2025-05-11 17:00:00,2025-05-11 17:00:00,bitcoin,103961.02518029482,103961.02518029482,103961.02518029482,103961.02518029482,29199881955.990192,2064151242715.8718,2025-05-11 17:00:00
2025-05-11 18:00:00,2025-05-11 19:00:00,2025-05-11 18:00:00,2025-05-11 18:00:00,bitcoin,104038.3347814099,104038.3347814099,104038.3347814099,104038.3347814099,28726803601.40408,2066919525617.608,2025-05-11 18:00:00
2025-05-11 19:00:00,2025-05-11 20:00:00,2025-05-11 19:00:00,2025-05-11 19:00:00,bitcoin,104565.14537131102,104565.14537131102,104565.14537131102,104565.14537131102,29273827153.57046,2079610929164.9968,2025-05-11 19:00:00
2025-05-11 20:00:00,2025-05-11 21:00:00,2025-05-11 20:00:00,2025-05-11 20:00:00,bitcoin,104461.60521897068,104461.60521897068,104461.60521897068,104461.60521897068,29471957282.84389,2075234764960.9583,2025-05-11 20:00:00
2025-05-11 21:00:00,2025-05-11 22:00:00,2025-05-11 21:00:00,2025-05-11 21:00:00,bitcoin,104294.14065447195,104294.14065447195,104294.14065447195,104294.14065447195,29456720254.308514,2071798382397.6245,2025-05-11 21:00:00
2025-05-11 22:00:00,2025-05-11 23:00:00,2025-05-11 22:00:00,2025-05-11 22:00:00,bitcoin,104332.65737615807,104332.65737615807,104332.65737615807,104332.65737615807,28431000311.372795,2072431666175.4934,2025-05-11 22:00:00
2025-05-11 23:00:00,2025-05-12 00:00:00,2025-05-11 23:00:00,2025-05-11 23:00:00,bitcoin,103785.595389775,103785.595389775,103785.595389775,103785.595389775,28508505538.35858,2061478978428.8125,2025-05-11 23:00:00
2025-05-12 00:00:00,2025-05-12 01:00:00,2025-05-12 00:00:00,2025-05-12 00:00:00,bitcoin,104083.02280094857,104083.02280094857,104083.02280094857,104083.02280094857,27508096800.703545,2067396504828.2432,2025-05-12 00:00:00
2025-05-12 01:00:00,2025-05-12 02:00:00,2025-05-12 01:00:00,2025-05-12 01:00:00,bitcoin,104632.60236125204,104632.60236125204,104632.60236125204,104632.60236125204,26687068629.24192,2078223400799.3364,2025-05-12 01:00:00
2025-05-12 02:00:00,2025-05-12 03:00:00,2025-05-12 02:00:00,2025-05-12 02:00:00,bitcoin,104010.92730451525,104010.92730451525,104010.92730451525,104010.92730451525,26398698297.398304,2065642821848.451,2025-05-12 02:00:00
2025-05-12 03:00:00,2025-05-12 04:00:00,2025-05-12 03:00:00,2025-05-12 03:00:00,bitcoin,103878.99122372338,103878.99122372338,103878.99122372338,103878.99122372338,27566276143.81348,2063317875309.1052,2025-05-12 03:00:00
2025-05-12 04:00:00,2025-05-12 05:00:00,2025-05-12 04:00:00,2025-05-12 04:00:00,bitcoin,104025.9851010989,104025.9851010989,104025.9851010989,104025.9851010989,27272972872.14766,2066376707716.4167,2025-05-12 04:00:00
2025-05-12 05:00:00,2025-05-12 06:00:00,2025-05-12 05:00:00,2025-05-12 05:00:00,bitcoin,104015.37994237608,104015.37994237608,104015.37994237608,104015.37994237608,26721400509.082973,2065452272420.494,2025-05-12 05:00:00
2025-05-12 06:00:00,2025-05-12 07:00:00,2025-05-12 06:00:00,2025-05-12 06:00:00,bitcoin,103922.92947191757,103922.92947191757,103922.92947191757,103922.92947191757,27415062696.629524,2064154823609.4614,2025-05-12 06:00:00
2025-05-12 07:00:00,2025-05-12 08:00:00,2025-05-12 07:00:00,2025-05-12 07:00:00,bitcoin,104385.93976669859,104385.93976669859,104385.93976669859,104385.93976669859,24765313220.31121,2071929293217.086,2025-05-12 07:00:00
2025-05-12 08:00:00,2025-05-12 09:00:00,2025-05-12 08:00:00,2025-05-12 08:00:00,bitcoin,104345.64506752802,104345.64506752802,104345.64506752802,104345.64506752802,28973133187.305145,2074175563954.6401,2025-05-12 08:00:00
2025-05-12 09:00:00,2025-05-12 10:00:00,2025-05-12 09:00:00,2025-05-12 09:00:00,bitcoin,104580.96675487966,104580.96675487966,104580.96675487966,104580.96675487966,31935264750.470135,2077530845206.4792,2025-05-12 09:00:00
2025-05-12 10:00:00,2025-05-12 11:00:00,2025-05-12 10:00:00,2025-05-12 10:00:00,bitcoin,104442.91913640256,104442.91913640256,104442.91913640256,104442.91913640256,30720041645.670177,2074475108795.848,2025-05-12 10:00:00
2025-05-12 11:00:00,2025-05-12 12:00:00,2025-05-12 11:00:00,2025-05-12 11:00:00,bitcoin,104427.94756195355,104427.94756195355,104427.94756195355,104427.94756195355,33154218155.651005,2074054929598.4165,2025-05-12 11:00:00
2025-05-12 12:00:00,2025-05-12 13:00:00,2025-05-12 12:00:00,2025-05-12 12:00:00,bitcoin,103839.45870520416,103839.45870520416,103839.45870520416,103839.45870520416,32316794042.865726,2063519005420.259,2025-05-12 12:00:00
2025-05-12 13:00:00,2025-05-12 14:00:00,2025-05-12 13:00:00,2025-05-12 13:00:00,bitcoin,103996.90080969327,103996.90080969327,103996.90080969327,103996.90080969327,34581358675.9892,2066715700704.0132,2025-05-12 13:00:00
2025-05-12 14:00:00,2025-05-12 15:00:00,2025-05-12 14:00:00,2025-05-12 14:00:00,bitcoin,104265.08276082827,104265.08276082827,104265.08276082827,104265.08276082827,35758145193.380875,2071099395498.4634,2025-05-12 14:00:00
2025-05-12 15:00:00,2025-05-12 16:00:00,2025-05-12 15:00:00,2025-05-12 15:00:00,bitcoin,102956.96335456427,102956.96335456427,102956.96335456427,102956.96335456427,35789419108.62634,2048951169064.6816,2025-05-12 15:00:00
2025-05-12 16:00:00,2025-05-12 17:00:00,2025-05-12 16:00:00,2025-05-12 16:00:00,bitcoin,102540.50604756521,102540.50604756521,102540.50604756521,102540.50604756521,37356306061.563225,2037589280142.8677,2025-05-12 16:00:00
2025-05-12 17:00:00,2025-05-12 18:00:00,2025-05-12 17:00:00,2025-05-12 17:00:00,bitcoin,102896.58742159072,102896.58742159072,102896.58742159072,102896.58742159072,38293102601.041115,2045091995742.0884,2025-05-12 17:00:00
2025-05-12 18:00:00,2025-05-12 19:00:00,2025-05-12 18:00:00,2025-05-12 18:00:00,bitcoin,102638.94133473857,102638.94133473857,102638.94133473857,102638.94133473857,38793128027.864586,2038966551552.3164,2025-05-12 18:00:00
2025-05-12 19:00:00,2025-05-12 20:00:00,2025-05-12 19:00:00,2025-05-12 19:00:00,bitcoin,101758.10895980781,101758.10895980781,101758.10895980781,101758.10895980781,43667020063.24268,2018174510023.8823,2025-05-12 19:00:00
2025-05-12 20:00:00,2025-05-12 21:00:00,2025-05-12 20:00:00,2025-05-12 20:00:00,bitcoin,101821.24819695739,101821.24819695739,101821.24819695739,101821.24819695739,44561979631.65092,2022710143888.4543,2025-05-12 20:00:00
2025-05-12 21:00:00,2025-05-12 22:00:00,2025-05-12 21:00:00,2025-05-12 21:00:00,bitcoin,102722.17829371417,102722.17829371417,102722.17829371417,102722.17829371417,43913469483.613335,2040004600323.851,2025-05-12 21:00:00
2025-05-12 22:00:00,2025-05-12 23:00:00,2025-05-12 22:00:00,2025-05-12 22:00:00,bitcoin,102535.07438971548,102535.07438971548,102535.07438971548,102535.07438971548,46020601639.93965,2036550248220.7139,2025-05-12 22:00:00
2025-05-12 23:00:00,2025-05-13 00:00:00,2025-05-12 23:00:00,2025-05-12 23:00:00,bitcoin,102853.64407073468,102853.64407073468,102853.64407073468,102853.64407073468,41386318601.0208,2043083815777.0159,2025-05-12 23:00:00
2025-05-13 00:00:00,2025-05-13 01:00:00,2025-05-13 00:00:00,2025-05-13 00:00:00,bitcoin,102794.8917796791,102794.8917796791,102794.8917796791,102794.8917796791,43011829523.564514,2042441236232.2573,2025-05-13 00:00:00
