timeOpen,timeClose,timeHigh,timeLow,name,open,high,low,close,volume,marketCap,timestamp
2025-05-11 00:00:00,2025-05-11 01:00:00,2025-05-11 00:00:00,2025-05-11 00:00:00,ethereum,2582.983998398728,2582.983998398728,2582.983998398728,2582.983998398728,30128734750.21809,311960228485.0462,2025-05-11 00:00:00
2025-05-11 01:00:00,2025-05-11 02:00:00,2025-05-11 01:00:00,2025-05-11 01:00:00,ethereum,2543.6022541558873,2543.6022541558873,2543.6022541558873,2543.6022541558873,30309754856.97862,306980536565.2843,2025-05-11 01:00:00
2025-05-11 02:00:00,2025-05-11 03:00:00,2025-05-11 02:00:00,2025-05-11 02:00:00,ethereum,2529.0688757311964,2529.0688757311964,2529.0688757311964,2529.0688757311964,31647465525.43441,305298442842.3021,2025-05-11 02:00:00
2025-05-11 03:00:00,2025-05-11 04:00:00,2025-05-11 03:00:00,2025-05-11 03:00:00,ethereum,2540.8436765317538,2540.8436765317538,2540.8436765317538,2540.8436765317538,33411174567.794743,306330287672.46375,2025-05-11 03:00:00
2025-05-11 04:00:00,2025-05-11 05:00:00,2025-05-11 04:00:00,2025-05-11 04:00:00,ethereum,2540.6601163212963,2540.6601163212963,2540.6601163212963,2540.6601163212963,33896585669.788452,306798397801.64215,2025-05-11 04:00:00
2025-05-11 05:00:00,2025-05-11 06:00:00,2025-05-11 05:00:00,2025-05-11 05:00:00,ethereum,2542.0137067590467,2542.0137067590467,2542.0137067590467,2542.0137067590467,34051724260.277126,306552781410.3808,2025-05-11 05:00:00
2025-05-11 06:00:00,2025-05-11 07:00:00,2025-05-11 06:00:00,2025-05-11 06:00:00,ethereum,2557.147577077816,2557.147577077816,2557.147577077816,2557.147577077816,32943709458.854588,308844427651.2681,2025-05-11 06:00:00
2025-05-11 07:00:00,2025-05-11 08:00:00,2025-05-11 07:00:00,2025-05-11 07:00:00,ethereum,2521.919191400285,2521.919191400285,2521.919191400285,2521.919191400285,33212002307.546,304370220686.4416,2025-05-11 07:00:00
2025-05-11 08:00:00,2025-05-11 09:00:00,2025-05-11 08:00:00,2025-05-11 08:00:00,ethereum,2484.274493805167,2484.274493805167,2484.274493805167,2484.274493805167,34207148205.776608,299044761171.8288,2025-05-11 08:00:00
2025-05-11 09:00:00,2025-05-11 10:00:00,2025-05-11 09:00:00,2025-05-11 09:00:00,ethereum,2482.476382924751,2482.476382924751,2482.476382924751,2482.476382924751,32655008636.475964,299840781278.381,2025-05-11 09:00:00
